,Unnamed: 0,index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover,date,day,month,year,hour
19818,14108582,14108582,2020-08-18 09:28:26.669,-4324475583306591935,,10.0.55.3,AU,-,-,60117,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,False,False,False,2020-08-18,18,8,2020,9
83706,18743830,18743830,2020-10-20 12:41:23.739,3276119586572311517,,10.0.77.78,NO,Nordland,Mo i Rana,29695,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.21.42 Safari/537.36",Chrome 69.0.3497.17.21,Chrome OS 5978.98.0,desktop,True,False,False,2020-10-20,20,10,2020,12
11587,28250130,28250130,2021-01-21 22:14:58.331,-4324475583306591935,,103.218.166.84,ID,Banten,South Tangerang,23679,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1601 variation/245869,Firefox 20.0.0.1601,iOS 13.4,mobile,False,False,False,2021-01-21,21,1,2021,22
53111,3025567,3025567,2020-03-15 15:40:44.091,4500295632987916632,,139.164.79.172,BR,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044,iOS 13.4,mobile,True,False,False,2020-03-15,15,3,2020,15
26520,5523235,5523235,2020-04-18 19:03:48.871,-4324475583306591935,,158.248.135.175,NO,-,-,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False,2020-04-18,18,4,2020,19
3821,25581628,25581628,2020-12-28 20:32:49.799,-4324475583306591935,,10.2.43.255,BR,Rio de Janeiro,Barra Mansa,500194,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) forge AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044,iOS 13.4,mobile,False,False,False,2020-12-28,28,12,2020,20
69665,4991232,4991232,2020-04-11 14:13:00.597,8158159910341564506,,139.164.224.190,NO,Viken,Drammen,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5 like Mac OS X) Build/NDQS26.69-64-8; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/87.0.4280.2259.101 Mobile Safari/537.36",Chrome Mobile WebView 87.0.4280.2259,iOS 13.5,tablet,True,False,False,2020-04-11,11,4,2020,14
53292,2499498,2499498,2020-03-07 17:29:42.828,9160169846746176172,,84.48.106.107,NO,-,-,15659,"Mozilla/5.0  (X11; CrOS armv7l 12105.100.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.105 Safari/537.36",Chrome 72.0.3626,Chrome OS 12105.100.0,desktop,False,False,False,2020-03-07,7,3,2020,17
64330,3989582,3989582,2020-03-28 22:57:34.963,-4324475583306591935,,10.0.181.216,JP,-,-,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-03-28,28,3,2020,22
47437,7546323,7546323,2020-05-16 20:20:11.034,7917483376609596358,,83.143.84.48,NO,-,-,34989,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.96 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1926,iOS 11.2.6,mobile,False,False,False,2020-05-16,16,5,2020,20
50318,3399049,3399049,2020-03-20 16:49:12.809,-5440406556281825613,,139.164.186.154,NO,-,-,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,False,2020-03-20,20,3,2020,16
80251,2542481,2542481,2020-03-08 13:25:38.559,13697307608768764,,186.219.28.148,BR,Rio de Janeiro,Rio de Janeiro,262589,Opera/9.80  (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) Presto/2.12.423 Version/12.16,Opera Mini 19.0.2254,Android 13.0,mobile,True,False,False,2020-03-08,8,3,2020,13
7734,9133509,9133509,2020-06-09 10:27:32.668,-1385172490217749156,,79.160.198.67,NO,Rogaland,Stavanger,29695,"Mozilla/5.0  (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko Chrome/67.0.3396.81 Safari/537.36",Chrome 67.0.3396,Chromecast 1.52.251747,desktop,False,False,False,2020-06-09,9,6,2020,10
59365,15534772,15534772,2020-09-06 13:31:07.929,-1015274349632292911,,84.208.4.254,NO,Oslo County,Oslo,41164,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/71.0.3578.40.50.30 Safari/537.36",Chrome 71.0.3578.40.50,Chromecast 1.54.250118,desktop,True,False,False,2020-09-06,6,9,2020,13
72359,9095075,9095075,2020-06-08 19:15:24.838,-6621220485898928136,,62.141.159.175,NO,Agder,Arendal,41164,"Mozilla/5.0  (Linux; Android 10.0.99) AppleWebKit/537.36 (KHTML, like Gecko Chrome/67.0.3396.79 Safari/537.16 variation/281737",Chrome 67.0.3396,Android 10.0.99,tablet,True,False,False,2020-06-08,8,6,2020,19
52818,31037269,31037269,2021-02-26 02:55:21.254,3384359535805965914,,66.248.237.108,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.123 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1930,iOS 13.4,mobile,False,True,False,2021-02-26,26,2,2021,2
98755,7085,7085,2020-02-03 14:08:36.592,7137274680350377245,,23.137.225.253,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1931.71 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044.1931,iOS 14.2.1,mobile,True,False,False,2020-02-03,3,2,2020,14
41775,15213141,15213141,2020-09-02 01:17:06.018,-4324475583306591935,,158.248.45.90,NO,Vestland,Bergen,29695,"Mozilla/5.0  (Linux; U; Android 2.2) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.96 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1930,Android 2.2,mobile,False,False,False,2020-09-02,2,9,2020,1
48414,2350655,2350655,2020-03-05 14:29:57.075,2325089520800744385,,2.148.8.219,NO,Møre og Romsdal,Ålesund,2119,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1610 variation/247583,Firefox 20.0.0.1610,iOS 13.4,mobile,True,False,False,2020-03-05,5,3,2020,14
30597,18355886,18355886,2020-10-15 07:46:17.319,-5477747394917576697,,195.211.162.32,UA,Sebastopol City,Sevastopol,44341,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.21.100 Safari/537.36",Chrome 69.0.3497.17.21,Mac OS X 10.14.6,desktop,True,True,False,2020-10-15,15,10,2020,7
95796,6712656,6712656,2020-05-05 13:12:12.043,2786322347059397487,,51.174.19.151,NO,Vestland,Bergen,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False,2020-05-05,5,5,2020,13
8965,2939929,2939929,2020-03-14 09:04:07.345,-4324475583306591935,,10.0.255.94,BR,-,-,500169,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False,2020-03-14,14,3,2020,9
1727,12103394,12103394,2020-07-19 19:53:38.198,4551315085223938436,52.0,80.203.238.220,NO,Oslo County,Oslo,15659,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.138 Mobile Safari/537.36 OPT/1.21.76 variation/225544",Chrome Mobile 81.0.4044.1929,iOS 13.4,mobile,True,False,False,2020-07-19,19,7,2020,19
72275,2950954,2950954,2020-03-14 12:13:51.518,-4324475583306591935,,84.210.59.171,NO,Viken,Sarpsborg,41164,"Mozilla/5.0 (X11; CrOS aarch64 11316.123.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.97 Safari/537.36",Chrome 72.0.3626,Chrome OS 11316.123.0,desktop,False,False,False,2020-03-14,14,3,2020,12
7867,22278164,22278164,2020-11-28 02:23:21.242,-4324475583306591935,,10.3.205.197,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-11-28,28,11,2020,2
32168,3872714,3872714,2020-03-27 10:09:40.695,-4324475583306591935,,152.93.173.229,NO,-,-,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,False,False,False,2020-03-27,27,3,2020,10
14410,29007555,29007555,2021-01-31 08:13:24.747,-4324475583306591935,,10.2.68.5,RO,Bucuresti,Bucharest,500061,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) supra AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1964.71 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1964,iOS 14.2.1,mobile,False,False,False,2021-01-31,31,1,2021,8
99387,3707243,3707243,2020-03-25 04:20:27.055,-148088889987959404,,194.36.189.224,AU,-,-,60117,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) power lite AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1938.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1938,iOS 14.2.1,mobile,False,False,False,2020-03-25,25,3,2020,4
27343,13869384,13869384,2020-08-14 16:22:39.038,-2159000357077648839,,156.52.169.45,NO,Viken,Torp,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) (XT1925DL AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1929,iOS 13.4,mobile,True,False,False,2020-08-14,14,8,2020,16
49322,27067431,27067431,2021-01-09 12:58:07.667,6078276693785499820,,37.191.204.26,NO,Oslo County,Oslo,57963,"Mozilla/5.0  (iPhone; CPU iPhone OS 12_3_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1",Android 2.3.3,iOS 12.3.2,mobile,False,False,False,2021-01-09,9,1,2021,12
40890,20686971,20686971,2020-11-14 00:20:29.639,-4324475583306591935,,5.1.120.83,DE,-,-,61157,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,False,False,2020-11-14,14,11,2020,0
52687,7853747,7853747,2020-05-21 07:23:07.464,-642876023479402610,,170.39.77.61,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.89 Mobile Safari/537.36",Chrome Mobile 84.0.4147,Android 4.1,mobile,True,False,False,2020-05-21,21,5,2020,7
18357,1939073,1939073,2020-02-29 03:05:05.502,-4324475583306591935,,187.62.31.79,BR,Parana,Londrina,22689,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044,Android 2.2,mobile,False,False,False,2020-02-29,29,2,2020,3
90011,12169491,12169491,2020-07-20 16:57:35.489,-4324475583306591935,,170.39.76.227,US,-,-,393398,"Mozilla/5.0  (Linux; Android 10.0.99) AppleWebKit/537.36 (KHTML, like Gecko SamsungBrowser/6.4 Chrome/56.0.2924.87 Safari/537.36",Samsung Internet 6.4,Android 10.0.99,mobile,False,False,False,2020-07-20,20,7,2020,16
18785,20351727,20351727,2020-11-10 07:25:46.476,-4324475583306591935,,194.36.191.162,AU,-,-,60117,"Mozilla/5.0  (Mobile; LYF/F220B/LYF-F220B-003-01-45-051119;Android; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1935.138 Mobile Safari/537.36 PHX/6.4",Chrome Mobile 81.0.4044.1935,KaiOS 2.5,mobile,False,False,False,2020-11-10,10,11,2020,7
54618,25270791,25270791,2020-12-26 12:17:44.626,-4324475583306591935,,10.3.205.193,RU,Moscow Oblast,Babayevo,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-12-26,26,12,2020,12
91547,23688434,23688434,2020-12-09 18:56:16.167,-4324475583306591935,,10.3.166.77,DE,Lower Saxony,Wunstorf,500035,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,False,False,2020-12-09,9,12,2020,18
73708,1963243,1963243,2020-02-29 11:39:27.338,-4324475583306591935,,209.236.117.5,US,-,-,393398,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36 SamsungBrowser/CrossApp/0.1.132",Chrome Mobile WebView 80.0.3987,Android 5.5.1,mobile,False,True,False,2020-02-29,29,2,2020,11
55732,4317819,4317819,2020-04-02 07:02:11.030,-4324475583306591935,,66.248.237.48,US,-,-,393398,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/136330",Android 2.2.2.2633,Windows Phone 8.1,mobile,False,True,False,2020-04-02,2,4,2020,7
74191,27202221,27202221,2021-01-10 17:19:21.512,-4324475583306591935,,10.3.205.196,RU,Ivanovo Oblast,Privolzhsk,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2021-01-10,10,1,2021,17
9270,2694207,2694207,2020-03-10 15:40:59.034,-4324475583306591935,,66.68.87.24,US,Texas,Austin,11427,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/5.5 variation/203892",Chrome Mobile 81.0.4044,iOS 13.1.3,mobile,False,False,False,2020-03-10,10,3,2020,15
41277,21672711,21672711,2020-11-23 12:00:52.399,-3408145235044402576,,10.0.11.231,NO,Vestfold og Telemark,Kviteseid,500021,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/284114",Android 2.3.3.2638,Android 5.0,tablet,True,True,False,2020-11-23,23,11,2020,12
51290,1240981,1240981,2020-02-19 17:06:28.371,8103262780025203748,,170.39.78.104,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/66.0.3450.1085.0 Iron Safari/537.36 variation/196999",Iron 66.0.3450.1085,iOS 11.2.6,mobile,True,False,False,2020-02-19,19,2,2020,17
17678,9924184,9924184,2020-06-20 12:08:58.485,-355268621111849708,,10.0.59.44,NO,Viken,Grua,29695,"Mozilla/5.0  (Linux; Android 6.9; SM-J500H/DS Build/KOT49H) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/125929",Android 2.3.4,Android 6.9,mobile,True,False,False,2020-06-20,20,6,2020,12
40341,262897,262897,2020-02-06 19:48:37.475,-4324475583306591935,,168.80.235.20,ID,Jakarta,Jakarta,23679,Mozilla/5.0  (Linux; U; Android 2.2) Gecko/20081407 Firefox/20.0.0.1618 variation/37415,Firefox 20.0.0.1618,Android 2.2,mobile,False,False,False,2020-02-06,6,2,2020,19
67712,17502729,17502729,2020-10-03 17:32:34.381,-1622123167974547777,,92.119.106.88,DE,North Rhine-Westphalia,Wuppertal,9063,"Mozilla/5.0  (Linux; U; Android 2.2) supra AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.66 Mobile Safari/537.36 variation/30001",Chrome Mobile 81.0.4044.1930,Android 2.2,mobile,True,False,False,2020-10-03,3,10,2020,17
72825,24783235,24783235,2020-12-22 09:03:05.467,-4324475583306591935,,66.68.241.94,US,Texas,Brownsville,11427,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1928.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1928,iOS 14.2.1,mobile,False,False,False,2020-12-22,22,12,2020,9
83280,8130651,8130651,2020-05-25 14:04:14.045,4091737001529102683,,10.1.39.77,NO,Innlandet,Amot,500036,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Falkon/3.1.99 Chrome/69.0.3497.17.28.128 Safari/537.36",Chrome 69.0.3497.17.28,Chrome OS 5978.98.0,desktop,True,False,False,2020-05-25,25,5,2020,14
26695,25410174,25410174,2020-12-27 14:48:52.086,-719213391783474618,,170.39.76.120,US,-,-,393398,"Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1923.96 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1923,Android 10.0.99,mobile,False,False,False,2020-12-27,27,12,2020,14
72670,18415562,18415562,2020-10-16 03:36:33.220,-4324475583306591935,,10.0.181.212,AR,Buenos Aires,Villa Ventana,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-10-16,16,10,2020,3
67300,27388632,27388632,2021-01-12 09:01:30.019,-4324475583306591935,,38.135.39.169,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko SalamWeb/4.5.0.41 Chrome/81.0.4044.1928.95 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1928,Android 4.1,mobile,False,True,False,2021-01-12,12,1,2021,9
79045,7084819,7084819,2020-05-10 15:14:44.931,-3497257958480604314,,23.137.224.59,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/4.5",Chrome Mobile WebView 81.0.4044,Android 4.1,mobile,False,False,False,2020-05-10,10,5,2020,15
95239,8212381,8212381,2020-05-26 17:32:18.396,-4324475583306591935,,79.160.197.131,NO,Rogaland,Stavanger,29695,"Mozilla/5.0 (X11; CrOS x86_64 12739.60.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.252.89 Safari/537.36",Chrome 80.0.3987.252,Chrome OS 12739.60.0,desktop,False,False,False,2020-05-26,26,5,2020,17
55449,12228739,12228739,2020-07-21 13:13:52.301,-6638287123613217496,,109.247.231.130,NO,Vestfold og Telemark,Langangen,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.96 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1929,iOS 13.4,mobile,False,False,False,2020-07-21,21,7,2020,13
100,17017513,17017513,2020-09-27 08:40:58.335,2272364637593143101,,10.1.28.157,NO,-,-,34989,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.117 Mobile Safari/537.36 AlohaBrowser/1.5.0 AlohaBrowser/2.14.1",Chrome Mobile 81.0.4044.1930,iOS 13.4,mobile,True,False,False,2020-09-27,27,9,2020,8
36667,10969530,10969530,2020-07-03 21:13:50.713,-4324475583306591935,,10.0.181.181,IT,-,-,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-07-03,3,7,2020,21
57394,3404282,3404282,2020-03-20 17:52:01.507,5787966487970524864,,92.221.55.193,NO,Rogaland,Algard,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,False,2020-03-20,20,3,2020,17
74757,18273657,18273657,2020-10-14 06:08:02.695,2831582984926659771,,79.160.95.158,NO,Viken,Nesbyen,29695,"Mozilla/5.0  (X11; CrOS x86_64 12499.66.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.21.91 Safari/537.36",Chrome 69.0.3497.17.21,Chrome OS 12499.66.0,desktop,True,False,False,2020-10-14,14,10,2020,6
30629,3059245,3059245,2020-03-16 07:00:38.502,2828017937971702801,,10.3.195.22,PL,Lower Silesia,Wroclaw,207804,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.138 Mobile Safari/537.36 OPT/2.4 variation/183026",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,True,False,False,2020-03-16,16,3,2020,7
44551,9582996,9582996,2020-06-15 23:49:32.774,-4324475583306591935,,103.104.231.201,IN,Karnataka,Belgaum,135262,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1604 variation/246867,Firefox 20.0.0.1604,iOS 13.4,mobile,False,False,False,2020-06-15,15,6,2020,23
10750,14343100,14343100,2020-08-21 13:17:09.614,-4324475583306591935,,162.253.53.101,CA,-,-,33028,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1942.117 Mobile Safari/537.36 PHX/6.2",Chrome Mobile 81.0.4044.1942,Android 2.2,mobile,False,False,False,2020-08-21,21,8,2020,13
50242,6179474,6179474,2020-04-28 07:15:46.583,-8133519508341077978,,84.210.44.233,NO,Viken,Sarpsborg,41164,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8333",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,False,2020-04-28,28,4,2020,7
5092,3966850,3966850,2020-03-28 15:33:44.468,-4324475583306591935,,170.39.78.229,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.71 Mobile Safari/537.36,gzip(gfe,gzip(gfe variation/150871",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,False,False,2020-03-28,28,3,2020,15
78585,27782005,27782005,2021-01-16 13:24:28.360,-4324475583306591935,,209.236.125.112,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.117 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044,iOS 13.4,mobile,False,True,False,2021-01-16,16,1,2021,13
93230,20388048,20388048,2020-11-10 13:58:36.469,-4324475583306591935,,23.137.224.135,US,-,-,393398,"Mozilla/5.0  (Linux; Android 10.0.99) AppleWebKit/537.36 (KHTML, like Gecko Chrome/86.0.4240.75 Mobile Safari/537.36 PHX/5.8",Chrome Mobile 86.0.4240,Android 10.0.99,mobile,False,False,False,2020-11-10,10,11,2020,13
27460,24229652,24229652,2020-12-15 17:21:49.681,6806823821315081154,,23.137.224.150,US,-,-,393398,"Mozilla/5.0 (Linux; Android 10.0.99; H30-U10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1927.96 Mobile Safari/537.36 variation/12521",Chrome Mobile 81.0.4044.1927,Android 10.0.99,mobile,False,False,False,2020-12-15,15,12,2020,17
35909,26802351,26802351,2021-01-07 08:22:19.842,6737025944782053974,,170.39.78.151,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 OPT/2.6",Chrome Mobile 81.0.4044,iOS 13.4,mobile,False,False,False,2021-01-07,7,1,2021,8
